"","WS_20","WS_21","WS_22","WS_23","WS_24","WS_25","WS_26","WS_27","WS_28","WS_29","WS_30","WS_31","WS_32","WS_33","WS_34","WS_35","WS_36","WS_37","WS_38","WS_39","WS_40","WS_41","WS_42","WS_43","WS_44","WS_45","WS_46","WS_47","WS_48","WS_49","WS_50","WS_51","WS_52","WS_53","WS_54","WS_55","WS_56","WS_57","WS_58","WS_59","WS_60","WS_61","WS_62","WS_63","WS_64","WS_65","WS_66","WS_67","WS_68","WS_69","WS_70","WS_71","WS_72","WS_73","WS_74","WS_75","WS_76","WS_77","WS_78","WS_79","WS_80"
"BW_5",0.250021526742838,0.229794839384858,0.209443437020505,0.209299994271639,0.181459174443488,0.162177477239243,0.152081431864239,0.144388513809035,0.131509426246268,0.116857979600767,0.102321552321552,0.101203379095637,0.108601152457013,0.110157502593606,0.112641129620445,0.0840782094882676,0.0686477531580037,0.0610726199640749,0.0542943938138636,0.0471274737070491,0.0317120759773384,0.0358693669038497,0.0307678744600194,0.029933712615481,0.0534090909090909,0.0688392067702413,0.100896044292271,0.138371217823273,0.180101090715616,0.259031339031339,0.312766967252017,0.358273279638265,0.41350280924749,0.488721804511278,0.521063770315058,0.577951769495772,0.591633335518982,0.656252863032524,0.698433294886582,0.719996971303097,0.716894492368945,0.681573544914831,0.664941066362493,0.660954145437703,0.673501371294241,0.725726141078838,0.770734749275522,0.782152742583135,0.80041135335253,0.761046026940459,0.738380000938042,0.730452261306533,0.731649395509499,0.760534728276664,0.768125039231687,0.775373034009948,0.800219058050383,0.826128492954383,0.835657023353085,0.840229885057471,0.861419655135936
"BW_6",0.254870011591323,0.236345844121425,0.219151904031246,0.21919573809933,0.187283517550246,0.165894752748291,0.155995235369646,0.147124078536155,0.136335010019221,0.122614198673713,0.10959805959806,0.107786728039893,0.116339340691658,0.118117513911157,0.116997792494481,0.0857234578304792,0.067363843445848,0.0579505602600291,0.0510908588787628,0.0440670998389878,0.0258116081713251,0.0309310952989114,0.0302137252679437,0.0311863875985177,0.0539231601731602,0.0705794843725878,0.104305383550667,0.139455065482463,0.184764408556719,0.268669108669109,0.324598277849346,0.369895435919175,0.424776641797918,0.500759571563179,0.530208042167472,0.583046246998643,0.597971717701572,0.655840586349061,0.69636678200692,0.719138840513869,0.715779694757797,0.684236808522443,0.663712672925624,0.660027790643817,0.669909886378477,0.723167358229599,0.769340816551117,0.784024014658298,0.801480872069107,0.76315212145145,0.741381736316308,0.731758793969849,0.730030224525043,0.756233653007847,0.764107714518863,0.774969753999193,0.798466593647317,0.823580925085582,0.835482746601603,0.842145593869732,0.867766846503755
"BW_7",0.257784401390959,0.239444659639967,0.225373134328358,0.224680643867789,0.192107720931601,0.16932492161233,0.159104620763269,0.149430223218901,0.139786529260213,0.126148719157101,0.114050589050589,0.11228267366036,0.121504259679628,0.121701405262662,0.117892464334685,0.0844192975592139,0.0668254296955891,0.0540372936446839,0.047909417288042,0.0411665962476162,0.0235313477044594,0.0270388615216201,0.0303144796665029,0.0316561407171564,0.0539772727272727,0.0702987944367255,0.105237852407664,0.14126147824778,0.188613993083267,0.272967032967033,0.332361516034985,0.380987706655362,0.432366215344939,0.503644020537277,0.537595336022042,0.585760517799353,0.600332218652329,0.654832798900596,0.691176470588235,0.716463491582746,0.712700729927007,0.683959385229984,0.66108040127519,0.655643044619423,0.664881807496408,0.718879668049793,0.766406221341844,0.783712135979104,0.800987248046072,0.761484796630249,0.741287932085737,0.728643216080402,0.723985319516408,0.746934030804999,0.759713765614211,0.772818927275171,0.796422051843739,0.819918796274182,0.834262809341234,0.84272030651341,0.872633026552417
"BW_8",0.258685212783573,0.240749424068826,0.228093178964988,0.225783353382597,0.193593222582567,0.170095576291035,0.160728926565908,0.150289063307648,0.140735288103709,0.127562527350456,0.11536729036729,0.113442342173576,0.122846035786823,0.121173252852966,0.116881096167498,0.0837973134298412,0.0648788569061918,0.0504447865879736,0.0436012151339409,0.0381747382124219,0.0204283128423329,0.0234628717387338,0.0295588216773089,0.0317605302990762,0.0543290043290043,0.0708321053148639,0.104917316238071,0.140328164985699,0.189396428962647,0.273683353683354,0.334259949827107,0.385474070934012,0.436934696509165,0.502336403669019,0.538354031066566,0.582545150850819,0.597316022993028,0.649656436097114,0.686082276047674,0.710658489185028,0.708666224286662,0.681351606280863,0.656693281857799,0.651505326540065,0.657764137390623,0.714107883817428,0.762811342210484,0.780359440177771,0.799424105306458,0.757272607608266,0.736410112096056,0.724422110552764,0.715241796200345,0.737169427492008,0.750925867804909,0.767173007124613,0.791894852135816,0.815460552503781,0.833391425583827,0.840229885057471,0.871998307415635
"BW_9",0.257691670806425,0.239417477047699,0.228455851583205,0.225912241507705,0.193357895588354,0.169853802274187,0.160837213619417,0.150798005582461,0.140849793481372,0.12781499309927,0.115783090783091,0.113531547443823,0.122754133313727,0.122059794397812,0.115655784734176,0.0829144972462154,0.0630358252226134,0.0485416132067402,0.0423418945042806,0.0365075196126572,0.019088365970051,0.0226114455999513,0.0288535408873944,0.0327783287227935,0.0541125541125541,0.0715057611609336,0.10389742842573,0.139424958603041,0.187768962333537,0.271957671957672,0.335005763102583,0.386427864914512,0.4387031408308,0.500298059727323,0.535399113524737,0.57469464453492,0.593032150897209,0.643518094365552,0.678200692041522,0.705964008985134,0.703623092236231,0.678244465405315,0.653359071100582,0.648108692295816,0.652278960428366,0.708921161825726,0.759803382120979,0.778955986121399,0.797449609214315,0.751831863454873,0.733220768256648,0.718894472361809,0.709412780656304,0.727056088346411,0.742765676981985,0.761527086974056,0.787951807228916,0.813390653610381,0.831648658069014,0.833524904214559,0.869247857822913
"BW_10",0.255876800794834,0.238697138352599,0.227493374250244,0.224881136506845,0.19271074635427,0.169612028257338,0.16068251782869,0.15095705004334,0.141651331125015,0.127983303598478,0.116320166320166,0.113781322200516,0.12352611408773,0.124002640762048,0.115480740243701,0.0836969934089746,0.0627252019051563,0.0484346933538619,0.043866335266501,0.0371241621084606,0.0203812971626037,0.0248008270996777,0.0296595760758681,0.0354402630617464,0.0560064935064935,0.0733021767504526,0.1056458075326,0.14096040945356,0.186955229018982,0.271599511599512,0.336497389653536,0.386604493429419,0.441392649903288,0.497144395515643,0.534041448708222,0.569808957093642,0.589709964373921,0.63852496564361,0.672481737793156,0.701219050503521,0.698261446582614,0.675359263163735,0.649907870492235,0.644279759147754,0.648230377432415,0.708298755186722,0.757015516672169,0.777864410744221,0.794241053064582,0.749638015005923,0.730406641339524,0.716482412060301,0.703799654576857,0.723801220575414,0.737995103885506,0.759913966931039,0.784154801022271,0.811798423692381,0.829731613802719,0.830651340996169,0.861419655135936
"BW_11",0.254273886405034,0.238384538541518,0.227242293206863,0.224093486853411,0.192578374920026,0.169959578406558,0.161626162152128,0.152436163529515,0.142600089968511,0.12970007069041,0.117879417879418,0.115975771848601,0.125327402560403,0.125455059888711,0.117114488821464,0.0851416017094532,0.0641747773866225,0.0503164827645197,0.0462524164595416,0.0400018270888765,0.0230846987470321,0.0269415556771879,0.0329089054294027,0.0392765801972963,0.0604978354978355,0.0773441118268705,0.10841407445181,0.145807617040494,0.190241459712377,0.274822954822955,0.340192555427487,0.389324572558994,0.442829510914617,0.496836720958406,0.534121311344487,0.568013362563942,0.589447686490503,0.636280348144755,0.669309880815071,0.698846571262714,0.694970139349701,0.673361815458026,0.6486209821298,0.642180021614945,0.647707979626486,0.706362378976487,0.754594475624518,0.777786441074422,0.791772932949404,0.748760475626344,0.728905773650392,0.716482412060301,0.70293609671848,0.719616390584133,0.736614148515473,0.758704126898777,0.782256297918949,0.812435315659581,0.829383060299756,0.829501915708812,0.856976621178462
"BW_12",0.253823480708727,0.239227198901823,0.227563118984517,0.223950277825514,0.19441686706231,0.171697329152658,0.163776433643241,0.15520353714881,0.145871672187462,0.133116773824351,0.122072072072072,0.121203200685096,0.129481394344322,0.129982080543242,0.11995409944472,0.087950562293717,0.0679436736384345,0.0540372936446839,0.0515990057995029,0.0454374164963287,0.0277157432003573,0.0325852946542602,0.0397098273321495,0.0473928701915549,0.0676677489177489,0.0841087392811531,0.116718875209441,0.154388077675749,0.196876515969516,0.284818884818885,0.349379618957217,0.396954924402996,0.44791378833932,0.500990327481107,0.538753344247894,0.570518843303059,0.592332743208096,0.637471369674759,0.668396770472895,0.69844274500896,0.695023224950232,0.673528269433502,0.647275598841801,0.640883124903505,0.648752775238344,0.704771784232365,0.753127178019882,0.778254259093213,0.788646647470177,0.748584967750428,0.728061535575254,0.717788944723618,0.70552677029361,0.718686428363848,0.735484275939991,0.759779540260788,0.783716684921504,0.811957646684181,0.829383060299756,0.827586206896552,0.85422617158574
"BW_13",0.25444610034774,0.240450415553879,0.228455851583205,0.224179412270149,0.196578933821637,0.174447508594311,0.167597419674211,0.158877464195116,0.149781212939108,0.139529403844212,0.129296604296604,0.128018483331995,0.136668167740394,0.136225596529284,0.12522488354679,0.0930668833579118,0.0737005591219714,0.0612009237875289,0.0594421430544049,0.0533852531089059,0.0359434871529655,0.0407346591254637,0.0482739512096825,0.0590584059710841,0.0789502164502165,0.0955047506771645,0.129948277118088,0.167815745897938,0.210553495141073,0.300805860805861,0.36460098989762,0.410202063021054,0.458377083908999,0.510835913312694,0.548376791917901,0.578452865643595,0.596223198478788,0.641639945029776,0.670751633986928,0.701118093940082,0.696297279362973,0.674526993286356,0.647451083618496,0.641253666821059,0.650450568107614,0.703941908713693,0.753787461941968,0.77841019843281,0.787494858083093,0.750076784695713,0.728624360958679,0.718190954773869,0.710708117443869,0.718686428363848,0.733977779172682,0.759510686920285,0.786199342825849,0.814345991561181,0.830951551063088,0.824137931034483,0.854860890722522
"BW_14",0.25551912568306,0.243861830883502,0.229976286790347,0.225095950048691,0.199917635552026,0.179343432435495,0.173568677196294,0.165843611581618,0.156896904265325,0.149308243848251,0.13991683991684,0.138955049464322,0.146226024942331,0.144430821465623,0.133024088066828,0.0989055085723458,0.081693932491199,0.0723633564280215,0.0689422811378072,0.0638910141485195,0.0459578269352829,0.050878793407529,0.0628329618014886,0.0733075839031265,0.0916396103896104,0.110437455265041,0.149675821373935,0.18855938581966,0.235309766364646,0.325518925518926,0.386331276696725,0.429489896848947,0.475877314175186,0.523950541314924,0.562752066445713,0.58826599853847,0.605009507573274,0.648511223087494,0.675845828527489,0.703944877716362,0.699482415394824,0.677467680186428,0.647685063320757,0.642735834491277,0.64966697139872,0.704840940525588,0.754154286343127,0.778800046781802,0.787577128753599,0.750515554385503,0.728530556728108,0.719597989949749,0.715781519861831,0.722173786689916,0.733852237775407,0.760720526952547,0.787221613727638,0.816575113446382,0.834959916347159,0.823946360153257,0.8521104411298
